,Rating,MRP,Processor,RAM,OS,Storage,OS_arch,RAM_Type,cluster
0,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
1,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
2,4.1,25685.0,Intel Celeron Dual Core Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
3,4.4,51990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
4,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
5,4.1,23990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
6,4.1,39990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
7,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
8,4.3,33490.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
9,4.3,40990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
10,4.3,47990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
11,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
12,4.7,84990.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,5
13,4.4,51990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,5
14,4.4,55990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
15,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
16,4.3,36990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
17,4.5,83990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,0
18,4.3,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
19,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
20,4.1,40990.0,Intel Core i5 Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
21,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
22,4.4,42090.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
23,4.2,65990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
24,4.2,37990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
25,4.5,83990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR5,0
26,4.2,40990.0,Intel Core i3 Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
27,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
28,4.6,89990.0,Intel Core i9 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,0
29,4.5,42490.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
30,4.4,66990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
31,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
32,4.6,112990.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,Unified Memory,5
33,4.8,129990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,5
34,4.3,57990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
35,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
36,4.2,119990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
37,4.6,79990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,0
38,4.3,89990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,2
39,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
40,4.2,56990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
41,5.0,134999.0,Intel Core i9 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
42,4.2,170990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
43,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
44,4.2,50490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
45,4.2,219990.0,Intel Core i7 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
46,4.4,65114.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
47,3.9,62990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
48,4.0,16990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
49,4.0,82990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
50,4.2,40450.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
51,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
52,4.2,37990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
53,4.2,47990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
54,4.3,45490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
55,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
56,4.4,57990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
57,4.0,42990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,1
58,4.3,43890.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
59,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
60,4.2,129990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
61,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
62,4.6,84990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
63,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
64,4.5,90990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
65,4.2,89990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,7
66,4.4,59990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
67,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
68,4.3,59490.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
69,4.7,104990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,0
70,4.1,25990.0,Intel Pentium Silver Processor,4 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
71,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
72,4.2,299990.0,Intel Core i9 Processor,32 GB,Windows 11,"('2 TB SSD',)",64,DDR5,4
73,4.2,74990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
74,4.2,50990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
75,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
76,4.2,42500.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
77,4.4,68928.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
78,2.8,53990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,6
79,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
80,4.2,47990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
81,4.6,79990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,0
82,4.1,53490.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
83,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
84,4.0,58990.0,Intel Core i5 Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
85,4.8,112990.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,Unified Memory,5
86,4.4,64150.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,5
87,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
88,4.3,41000.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
89,4.7,124990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,0
90,4.2,36990.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
91,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
92,4.5,56990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
93,4.2,279990.0,Intel Core i9 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,DDR5,4
94,4.4,46990.0,Intel Core i5 Processor,8 GB,Windows 10,"('256 GB SSD',)",64,DDR4,1
95,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
96,4.2,349900.0,Intel Core i5 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
97,4.7,85990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,0
98,4.4,38990.0,Intel Core i3 Processor,8 GB,Windows 10,"('512 GB SSD',)",64,DDR4,5
99,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
100,4.2,138990.0,Intel Core i5 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
101,4.3,329900.0,Intel Core i5 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,Unified Memory,4
102,4.5,56990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
103,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
104,4.4,64150.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,5
105,4.8,112990.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,Unified Memory,5
106,4.5,68990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
107,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
108,4.1,32000.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
109,4.3,32489.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
110,4.2,299990.0,Intel Core i9 Processor,32 GB,Windows 11,"('2 TB SSD',)",64,DDR5,4
111,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
112,4.3,45990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
113,4.2,149700.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
114,4.0,42990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,1
115,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
116,4.3,45990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
117,4.0,22900.0,AMD Dual Core Processor,4 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
118,4.4,46990.0,Intel Core i5 Processor,8 GB,Windows 10,"('256 GB SSD',)",64,DDR4,1
119,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
120,4.2,304990.0,Intel Core i9 Processor,32 GB,Windows 11,"('2 TB SSD',)",64,DDR5,4
121,4.2,359990.0,Intel Core i9 Processor,32 GB,Windows 11,"('2 TB SSD',)",64,DDR5,4
122,4.2,45990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
123,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
124,4.2,84990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
125,4.8,93990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR4,0
126,4.2,40300.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
127,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
128,4.2,171990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
129,4.3,69990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,7
130,4.4,63990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
131,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
132,4.7,84990.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,5
133,4.3,40990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
134,4.2,35990.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
135,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
136,4.2,239990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,Unified Memory,4
137,4.0,82990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
138,4.5,159990.0,Intel Core i9 Processor,32 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
139,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
140,4.7,132900.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,0
141,4.2,75990.0,Intel Core i7 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
142,4.4,37880.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
143,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
144,4.2,73490.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
145,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4X,6
146,4.2,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
147,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
148,4.2,144990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
149,4.2,49990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
150,4.4,52990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
151,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,"('512 GB SSD',)",32,DDR4,6
152,4.3,79990.0,Intel Core i7 Processor,16 GB,Windows 10,"('512 GB SSD',)",64,DDR4,7
153,4.2,56990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
154,4.2,89952.0,Intel Core i9 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
155,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
156,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
157,4.5,95990.0,Intel Core i7 Processor,16 GB,Windows 10,"('1 TB HDD', '512 GB SSD')",64,DDR4,0
158,4.2,29990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,LPDDR4X,1
159,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
160,2.8,44490.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,6
161,4.2,78990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
162,4.4,44990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,LPDDR4X,1
163,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
164,4.2,92990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,7
165,3.9,114990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
166,4.0,54990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
167,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,"('512 GB SSD',)",64,DDR4,7
168,4.2,49990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
169,4.1,32000.0,Intel Core i5 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
170,3.9,114990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,DDR5,2
171,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,"('512 GB SSD',)",64,LPDDR4,3
172,4.5,113990.0,Intel Core i5 Processor,16 GB,Windows 10,"('1 TB SSD',)",64,DDR4,0
173,4.0,54990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"('1 TB HDD', '256 GB SSD')",64,DDR4,1
174,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
175,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
176,4.2,92990.0,Intel Core i5 Processor,16 GB,Windows 11,"('512 GB SSD',)",64,LPDDR5,7
177,3.9,30300.0,Intel Pentium Quad Core Processor,8 GB,Windows 11,"('256 GB SSD',)",64,DDR4,1
178,4.2,29990.0,Intel Core i3 Processor,8 GB,Windows 11,"('256 GB SSD',)",64,LPDDR4X,1
179,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,"('512 GB SSD',)",64,DDR4,5
180,4.2,129990.0,Intel Core i7 Processor,16 GB,Windows 11,"('1 TB SSD',)",64,LPDDR5,2
