,Rating,MRP,Processor,RAM,OS,Storage,Brand
543,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
544,,59990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,,1 TB SSD,ASUS
545,5.0,99990.0,,16 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
546,4.2,104090.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,,512 GB SSD,ASUS
547,4.5,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
548,4.1,25990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
549,,109990.0,Intel Core i5 Processor,16 GB LPDDR5 RAM,,512 GB SSD,ASUS
550,4.5,72990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
551,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
552,,47990.0,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,,512 GB SSD,ASUS
553,,44490.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
554,4.2,56990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
555,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
556,4.5,96990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD256 GB SSD,acer
557,,75476.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
558,,39990.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,HP
559,4.2,58400.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
560,,62990.0,AMD Ryzen 5 Hexa Core Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
561,4.6,72490.0,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
562,,79990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
563,4.3,53990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
564,,95990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,512 GB SSD,HP
565,4.1,84990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
566,4.1,25990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
567,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
568,,109990.0,Intel Core i5 Processor,16 GB LPDDR5 RAM,,512 GB SSD,ASUS
569,4.0,44490.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,Lenovo
570,,192990.0,Intel Core i7 Processor,32 GB DDR4 RAM,,1 TB SSD,Lenovo
571,4.2,60990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
572,4.2,51890.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
573,,32990.0,Intel Core i3 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
574,,116640.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD1 TB HDD128 GB SSD,acer
575,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
576,,89990.0,AMD Ryzen 7 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
577,,147990.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,ASUS
578,,59990.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,,512 GB SSD,ASUS
579,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
580,,79990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
581,3.8,103490.0,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
582,4.3,32990.0,Intel Core i3 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
583,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
584,4.8,69490.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
585,4.0,75990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,ASUS
586,,234990.0,Intel Core i7 Processor,32 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,ASUS
587,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
588,4.0,20990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
589,4.5,61990.0,AMD Ryzen 5 Dual Core Processor,8 GB DDR4 RAM,,512 GB SSD,ASUS
590,4.3,44490.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
591,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
592,4.6,63990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
593,4.3,62990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
594,,73890.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
595,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
596,4.0,130990.0,Intel Core i7 Processor,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
597,,84990.0,Intel Core i5 Processor,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
598,,45399.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,DELL
599,,65990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,MSI
600,,61290.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,Lenovo
601,,59990.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,,512 GB SSD,ASUS
602,,52990.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,,512 GB SSD,ASUS
603,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
604,,34000.0,Intel Core i3 Processor,8 GB DDR4 RAM,,256 GB SSD,Lenovo
605,4.5,129999.0,,128 GB SSD for Reduced Boot Up Time and in Game LoadingUpgradable SSD Upto 512 GB and RAM8 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD1 TB HDD128 GB SSD,acer
606,4.3,42490.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,ASUS
607,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
608,4.4,42690.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,DELL
609,,71857.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
610,,166399.0,Intel Core i7 Processor,16 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,HP
611,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
612,,87490.0,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD128 GB SSD,HP
613,,61255.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
614,4.4,55600.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,HP
615,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
616,4.1,60130.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD256 GB SSD,acer
617,,89976.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,,512 GB SSD,DELL
618,4.2,28490.0,Intel Pentium Silver Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,acer
619,4.5,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,MSI
620,3.5,40990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,1 TB HDD256 GB SSD,HP
621,4.2,162490.0,Intel Core i5 Processor,8 GB DDR3 RAM,,512 GB SSD,APPLE
622,,115999.0,Intel Core i7 Processor,16 GB LPDDR5 RAM,,1 TB SSD,acer
623,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
624,4.5,59990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,ASUS
625,4.3,55990.0,Intel Core i5 Processor,8 GB DDR4 RAM,,512 GB SSD,Lenovo
626,4.4,71990.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
627,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
628,,62490.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
629,3.5,16100.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,Lenovo
630,,94990.0,Intel Core i5 Processor,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
631,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
632,,66990.0,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,,1 TB SSD,ASUS
633,4.1,38990.0,Intel Core i5 Processor,16 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
634,4.4,76990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Lenovo
635,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
636,,147990.0,Intel Core i7 Processor,16 GB LPDDR5 RAM,,1 TB SSD,MSI
637,4.2,55490.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
638,4.0,45690.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,DELL
639,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
640,5.0,35890.0,Intel Core i3 Processor,8 GB DDR4 RAM,,256 GB SSD,Lenovo
641,4.3,66990.0,Intel Core i7 Processor,8 GB LPDDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,ASUS
642,4.5,76990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
643,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
644,4.1,21990.0,Intel Celeron Quad Core Processor,4 GB LPDDR4X RAM,64 bit Windows 11 Operating System,128 GB SSD,Infinix
645,4.1,57490.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,Lenovo
646,4.3,37490.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,HP
647,,65990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,MSI
648,4.4,45990.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
649,4.1,59990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
650,4.1,42490.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD256 GB SSD,DELL
651,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
652,4.4,71990.0,Intel Core i5 Processor,8 GB DDR4 RAM,,512 GB SSD,Lenovo
653,3.9,42690.0,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,DELL
654,3.7,104990.0,Intel Core i5 Processor,16 GB LPDDR5 RAM,,512 GB SSD,ASUS
655,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
656,,84990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR5 RAM,64 bit Windows 11 Operating System,1 TB SSD,acer
657,4.3,32990.0,Intel Core i3 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
658,4.1,37990.0,Intel Core i5 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
659,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
660,,45990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,DELL
661,4.3,31490.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,ASUS
662,,36990.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
663,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
664,4.1,22490.0,Intel Celeron Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,128 GB SSD,ASUS
665,4.0,42990.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
666,3.7,60990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB HDD256 GB SSD,DELL
667,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
668,,89490.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
669,,62250.0,Intel Core i5 Processor,8 GB DDR4 RAM,,1 TB SSD,ASUS
670,3.9,104400.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,HP
671,,65990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,MSI
672,3.6,31490.0,AMD Ryzen 3 Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,Lenovo
673,4.1,73799.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
674,,138999.0,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,,1 TB SSD,acer
675,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
676,4.4,114990.0,Intel Core i7 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,1 TB SSD,MSI
677,4.2,42999.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
678,4.3,35990.0,Intel Core i3 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,DELL
679,4.2,58400.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
680,3.7,37990.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit DOS Operating System,256 GB SSD,Lenovo
681,,74990.0,Intel Core i5 Processor,8 GB LPDDR4X RAM,,512 GB SSD,SAMSUNG
682,,70430.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
683,4.3,53990.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
684,4.2,28790.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,,512 GB SSD,HP
685,4.3,39490.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,DELL
686,4.7,89990.0,Intel Core i7 Processor,16 GB LPDDR4X RAM,64 bit Windows 10 Operating System,1 TB SSD,ASUS
687,4.2,60990.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,HP
688,4.3,82490.0,Intel Core i7 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD256 GB SSD,ASUS
689,4.5,58990.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,Lenovo
690,,89509.0,AMD Ryzen 7 Dual Core Processor,16 GB DDR5 RAM,,512 GB SSD,ASUS
691,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
692,4.2,39990.0,Intel Core i5 Processor,8 GB LPDDR4X RAM,64 bit Windows 11 Operating System,512 GB SSD,Infinix
693,4.4,55490.0,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,realme
694,4.0,25990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
695,3.9,62990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,HP
696,4.1,73799.0,Intel Core i5 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
697,4.2,39990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,512 GB SSD,HP
698,4.0,25990.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,ASUS
699,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,,,HP
700,4.5,58490.0,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD256 GB SSD,Lenovo
701,4.2,48990.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,MSI
702,4.5,87990.0,AMD Ryzen 7 Octa Core Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,ASUS
703,3.8,19100.0,,4 GB DDR4 RAM,32 bit Chrome Operating System,,HP
704,,171990.0,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,,1 TB SSD,ASUS
705,3.7,97500.0,Intel Core i5 Processor,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,HP
706,4.3,69490.0,,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,DELL
707,3.8,22490.0,,4 GB LPDDR4X RAM,,,HP
708,4.2,72990.0,,16 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,DELL
709,4.4,37990.0,AMD Ryzen 3 Dual Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,256 GB SSD,Lenovo
710,,189990.0,Intel Core i7 Processor,32 GB LPDDR5 RAM,,1 TB SSD,MSI
711,4.3,36158.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,512 GB SSD,Lenovo
712,4.5,24500.0,Intel Pentium Quad Core Processor,4 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,acer
713,4.2,30990.0,Intel Core i3 Processor,8 GB DDR4 RAM,,256 GB SSD,RedmiBook
714,4.5,64490.0,,8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,HP
715,4.2,33639.0,Intel Core i3 Processor,8 GB DDR4 RAM,64 bit Windows 11 Operating System,256 GB SSD,Lenovo
716,,46990.0,AMD Ryzen 5 Quad Core Processor,8 GB LPDDR5 RAM,64 bit Windows 11 Operating System,512 GB SSD,acer
717,4.6,102490.0,,16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,MSI
718,,174990.0,Intel Core i7 Processor,16 GB DDR5 RAM,,512 GB SSD,ASUS
719,,65990.0,Intel Core i5 Processor,16 GB DDR4 RAM,,512 GB SSD,MSI
