,Rating,MRP,Processor,RAM,OS,Storage,Brand,OS_arch,RAM_Type
0,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
1,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
2,4.1,25685.0,Intel Celeron Dual Core Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
3,4.4,51990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
4,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
5,4.1,23990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['256 GB SSD'],ASUS,64,DDR4
6,4.1,39990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],RedmiBook,64,DDR4
7,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
8,4.3,33490.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
9,4.3,40990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
10,4.3,47990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
11,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
12,4.7,84990.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],APPLE,64,DDR4
13,4.4,51990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",ASUS,64,DDR4
14,4.4,55990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
15,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
16,4.3,36990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
17,4.5,83990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR5
18,4.3,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
19,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
20,4.1,40990.0,Intel Core i5 Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",DELL,64,DDR4
21,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
22,4.4,42090.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],ASUS,64,DDR4
23,4.2,65990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
24,4.2,37990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
25,4.5,83990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR5
26,4.2,40990.0,Intel Core i3 Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",HP,64,DDR4
27,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
28,4.6,89990.0,Intel Core i9 Processor,32 GB,Windows 11,['1 TB SSD'],Infinix,64,LPDDR5
29,4.5,42490.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
30,4.4,66990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
31,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
32,4.6,112990.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],APPLE,64,Unified Memory
33,4.8,129990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],APPLE,64,Unified Memory
34,4.3,57990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,DDR4
35,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
36,4.2,119990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
37,4.6,79990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4X
38,4.3,89990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR4
39,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
40,4.2,56990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
41,5.0,134999.0,Intel Core i9 Processor,16 GB,Windows 11,['1 TB SSD'],acer,64,DDR4
42,4.2,170990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],MSI,64,DDR5
43,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
44,4.2,50490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
45,4.2,219990.0,Intel Core i7 Processor,32 GB,Windows 11,['1 TB SSD'],MSI,64,DDR5
46,4.4,65114.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
47,3.9,62990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
48,4.0,16990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4
49,4.0,82990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
50,4.2,40450.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
51,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
52,4.2,37990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
53,4.2,47990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
54,4.3,45490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
55,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
56,4.4,57990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
57,4.0,42990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
58,4.3,43890.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
59,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
60,4.2,129990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
61,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
62,4.6,84990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR4
63,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
64,4.5,90990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
65,4.2,89990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,LPDDR4
66,4.4,59990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
67,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
68,4.3,59490.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
69,4.7,104990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
70,4.1,25990.0,Intel Pentium Silver Processor,4 GB,Windows 11,['256 GB SSD'],ASUS,64,DDR4
71,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
72,4.2,299990.0,Intel Core i9 Processor,32 GB,Windows 11,['2 TB SSD'],MSI,64,DDR5
73,4.2,74990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
74,4.2,50990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
75,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
76,4.2,42500.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",DELL,64,DDR4
77,4.4,68928.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
78,2.8,53990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 10,['512 GB SSD'],ASUS,64,DDR4
79,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
80,4.2,47990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
81,4.6,79990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
82,4.1,53490.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
83,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
84,4.0,58990.0,Intel Core i5 Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",DELL,64,DDR4
85,4.8,112990.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],APPLE,64,Unified Memory
86,4.4,64150.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,LPDDR4X
87,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
88,4.3,41000.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 10,['512 GB SSD'],HP,64,DDR4
89,4.7,124990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
90,4.2,36990.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
91,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
92,4.5,56990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
93,4.2,279990.0,Intel Core i9 Processor,32 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
94,4.4,46990.0,Intel Core i5 Processor,8 GB,Windows 10,['256 GB SSD'],realme,64,DDR4
95,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
96,4.2,349900.0,Intel Core i5 Processor,32 GB,Windows 11,['1 TB SSD'],APPLE,64,Unified Memory
97,4.7,85990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
98,4.4,38990.0,Intel Core i3 Processor,8 GB,Windows 10,['512 GB SSD'],ASUS,64,DDR4
99,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
100,4.2,138990.0,Intel Core i5 Processor,16 GB,Windows 11,['1 TB SSD'],DELL,64,DDR5
101,4.3,329900.0,Intel Core i5 Processor,32 GB,Windows 11,['1 TB SSD'],APPLE,64,Unified Memory
102,4.5,56990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
103,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
104,4.4,64150.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,LPDDR4X
105,4.8,112990.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],APPLE,64,Unified Memory
106,4.5,68990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
107,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
108,4.1,32000.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],DELL,64,DDR4
109,4.3,32489.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],acer,64,DDR4
110,4.2,299990.0,Intel Core i9 Processor,32 GB,Windows 11,['2 TB SSD'],MSI,64,DDR5
111,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
112,4.3,45990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
113,4.2,149700.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
114,4.0,42990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
115,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
116,4.3,45990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
117,4.0,22900.0,AMD Dual Core Processor,4 GB,Windows 11,['256 GB SSD'],acer,64,DDR4
118,4.4,46990.0,Intel Core i5 Processor,8 GB,Windows 10,['256 GB SSD'],realme,64,DDR4
119,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
120,4.2,304990.0,Intel Core i9 Processor,32 GB,Windows 11,['2 TB SSD'],ASUS,64,DDR5
121,4.2,359990.0,Intel Core i9 Processor,32 GB,Windows 11,['2 TB SSD'],MSI,64,DDR5
122,4.2,45990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
123,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
124,4.2,84990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
125,4.8,93990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR4
126,4.2,40300.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
127,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
128,4.2,171990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
129,4.3,69990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,LPDDR4X
130,4.4,63990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
131,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
132,4.7,84990.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],APPLE,64,DDR4
133,4.3,40990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
134,4.2,35990.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,['256 GB SSD'],DELL,64,DDR4
135,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
136,4.2,239990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],APPLE,64,Unified Memory
137,4.0,82990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],acer,64,DDR4
138,4.5,159990.0,Intel Core i9 Processor,32 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
139,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
140,4.7,132900.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],APPLE,64,DDR4
141,4.2,75990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
142,4.4,37880.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],DELL,64,DDR4
143,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
144,4.2,73490.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
145,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
146,4.2,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
147,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
148,4.2,144990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],MSI,64,LPDDR5
149,4.2,49990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
150,4.4,52990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,DDR4
151,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
152,4.3,79990.0,Intel Core i7 Processor,16 GB,Windows 10,['512 GB SSD'],MSI,64,DDR4
153,4.2,56990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
154,4.2,89952.0,Intel Core i9 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
155,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
156,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
157,4.5,95990.0,Intel Core i7 Processor,16 GB,Windows 10,"['1 TB HDD', '512 GB SSD']",acer,64,DDR4
158,4.2,29990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Infinix,64,LPDDR4X
159,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
160,2.8,44490.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
161,4.2,78990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,LPDDR5
162,4.4,44990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],ASUS,64,LPDDR4X
163,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
164,4.2,92990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
165,3.9,114990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
166,4.0,54990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",Lenovo,64,DDR4
167,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
168,4.2,49990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
169,4.1,32000.0,Intel Core i5 Processor,8 GB,Windows 11,['256 GB SSD'],DELL,64,DDR4
170,3.9,114990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
171,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
172,4.5,113990.0,Intel Core i5 Processor,16 GB,Windows 10,['1 TB SSD'],MSI,64,DDR4
173,4.0,54990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",Lenovo,64,DDR4
174,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
175,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
176,4.2,92990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
177,3.9,30300.0,Intel Pentium Quad Core Processor,8 GB,Windows 11,['256 GB SSD'],HP,64,DDR4
178,4.2,29990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Infinix,64,LPDDR4X
179,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
180,4.2,129990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],MSI,64,LPDDR5
