,Rating,MRP,Processor,RAM,OS,Storage,Brand,OS_arch,RAM_Type
181,4.4,87099.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
182,4.2,45990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
183,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
184,4.2,329990.0,Intel Core i5 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
185,4.2,211990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
186,4.5,80990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
187,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
188,4.7,132900.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],APPLE,64,DDR4
189,4.1,21990.0,Intel Celeron Quad Core Processor,4 GB,Windows 11,['128 GB SSD'],Infinix,64,LPDDR4X
190,4.2,159990.0,Intel Core i9 Processor,32 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
191,3.9,62990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
192,4.7,67490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
193,4.2,224990.0,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11,['2 TB SSD'],ASUS,64,DDR5
194,4.2,48990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
195,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
196,4.2,60990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
197,4.1,63890.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
198,4.2,88990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
199,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
200,4.2,83699.0,Intel Core i7 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
201,4.5,90490.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
202,3.4,69490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR5
203,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
204,4.6,146990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
205,4.2,211990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
206,4.4,64990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
207,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
208,4.2,365387.0,Intel Core i9 Processor,32 GB,Windows 11,['2 TB SSD'],ASUS,64,DDR5
209,4.2,151990.0,AMD Ryzen 7 Hexa Core Processor,16 GB,Windows 11,"['512 GB HDD', '512 GB SSD']",DELL,64,DDR5
210,4.2,224990.0,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11,['2 TB SSD'],ASUS,64,DDR5
211,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
212,4.2,170399.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR5
213,4.5,65990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
214,4.1,65490.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
215,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
216,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
217,4.2,79990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],SAMSUNG,64,LPDDR4X
218,4.5,74990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
219,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
220,4.2,115990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
221,3.9,31990.0,Intel Core i3 Processor,4 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
222,4.2,74490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
223,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
224,4.0,27990.0,Intel Pentium Silver Processor,8 GB,Windows 11,['256 GB SSD'],ASUS,64,DDR4
225,4.7,85990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
226,4.2,146990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],DELL,64,DDR5
227,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
228,4.5,56990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
229,4.2,210990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
230,4.2,149990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],GIGABYTE,64,DDR4
231,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
232,5.0,103990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
233,4.8,91990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4X
234,4.1,84990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
235,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
236,4.3,45490.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
237,4.2,47990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
238,4.1,40690.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
239,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
240,4.3,39790.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
241,4.2,54990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],acer,64,DDR4
242,4.2,47990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
243,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
244,4.8,259900.0,Intel Core i5 Processor,16 GB,Windows 11,['1 TB SSD'],APPLE,64,Unified Memory
245,4.2,139000.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],APPLE,64,Unified Memory
246,4.2,115990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
247,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
248,2.3,74990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4X
249,4.2,56490.0,Intel Core i7 Processor,8 GB,Windows 10,['512 GB SSD'],Mi,64,DDR4
250,4.2,181990.0,Intel Core i9 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
251,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
252,4.0,71990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
253,5.0,156490.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],acer,64,DDR5
254,4.2,361990.0,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11,['2 TB SSD'],ASUS,64,DDR5
255,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
256,4.2,139490.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR5
257,4.7,112900.0,Intel Core i5 Processor,16 GB,Windows 11,['256 GB SSD'],APPLE,64,DDR4
258,5.0,129990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
259,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
260,4.2,114650.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR5
261,5.0,174990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
262,4.9,188490.0,Intel Core i5 Processor,16 GB,Windows 10,['512 GB SSD'],ALIENWARE,64,DDR4
263,3.9,62990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
264,4.7,144990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],Lenovo,64,DDR4
265,4.2,349900.0,Intel Core i5 Processor,32 GB,Windows 11,['1 TB SSD'],APPLE,64,Unified Memory
266,3.6,93899.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
267,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
268,4.2,40990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],ASUS,64,DDR4
269,4.2,359990.0,Intel Core i9 Processor,32 GB,Windows 11,['2 TB SSD'],ASUS,64,DDR5
270,4.7,66990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10,['512 GB SSD'],DELL,64,DDR4
271,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
272,4.7,112900.0,Intel Core i5 Processor,16 GB,Windows 11,['256 GB SSD'],APPLE,64,DDR4
273,4.8,239900.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],APPLE,64,Unified Memory
274,4.2,74990.0,Intel Core i7 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
275,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
276,4.5,74990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
277,4.2,59890.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
278,4.2,68990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
279,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
280,4.2,189990.0,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11,['1 TB SSD'],Lenovo,64,DDR5
281,4.2,38990.0,Intel Core i3 Processor,8 GB,Windows 10,['256 GB SSD'],DELL,64,DDR4
282,4.4,44990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],ASUS,64,LPDDR4X
283,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
284,4.3,33990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
285,4.2,174990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
286,4.2,179990.0,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11,['1 TB SSD'],Lenovo,64,DDR4
287,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
288,4.3,62990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
289,4.2,137900.0,Intel Core i5 Processor,16 GB,Windows 11,['256 GB SSD'],APPLE,64,Unified Memory
290,4.4,62990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
291,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
292,4.2,40248.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
293,5.0,99990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR5
294,3.8,66998.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
295,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
296,4.2,134990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
297,4.2,86990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR5
298,4.2,148590.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
299,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
300,4.2,68990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
301,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
302,4.5,45990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
303,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
304,4.6,129990.0,Intel Core i7 Processor,16 GB,Windows 10,['1 TB SSD'],MSI,64,DDR4
305,4.5,74890.0,Intel Core i5 Processor,16 GB,Windows 10,['512 GB SSD'],DELL,64,DDR4
306,4.2,281990.0,Intel Core i9 Processor,32 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
307,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
308,4.2,193990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],GIGABYTE,64,DDR4
309,4.2,83990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
310,4.7,129990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],MSI,64,DDR4
311,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
312,4.2,50990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
313,4.6,129990.0,Intel Core i7 Processor,16 GB,Windows 10,['1 TB SSD'],MSI,64,DDR4
314,4.2,123990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR5
315,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
316,4.2,168990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR5
317,4.2,166499.0,Intel Core i7 Processor,16 GB,Windows 10,['1 TB SSD'],HP,64,DDR4
318,4.2,63990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 10,['512 GB SSD'],HP,64,DDR4
319,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
320,4.2,31990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Infinix,64,LPDDR4X
321,4.2,42990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,DDR4
322,4.2,171990.0,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
323,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
324,4.2,99290.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,LPDDR4X
325,4.3,36541.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
326,4.7,241990.0,Intel Core i9 Processor,32 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
327,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
328,3.0,137990.0,Intel Core i5 Processor,8 GB,Windows 10,"['1 TB HDD', '256 GB SSD']",ASUS,64,DDR4
329,4.2,162990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
330,4.2,157990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
331,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
332,4.2,139000.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],APPLE,64,Unified Memory
333,4.2,43990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
334,4.2,70990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
335,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
336,4.2,119990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,LPDDR5
337,4.2,139990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
338,4.6,109990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR4
339,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
340,4.3,62490.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
341,4.2,62990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
342,4.2,116899.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR5
343,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
344,4.1,38990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Infinix,64,LPDDR4X
345,5.0,197990.0,Intel Core i5 Processor,16 GB,Windows 10,['1 TB SSD'],ASUS,64,DDR4
346,4.4,89990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
347,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
348,4.2,329990.0,Intel Core i5 Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
349,4.1,49990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4X
350,4.2,55990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
351,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
352,4.2,391990.0,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11,['2 TB SSD'],ASUS,64,DDR5
353,4.2,71590.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
354,4.2,69990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
355,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
356,4.2,104990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR4X
357,4.2,301818.0,Intel Core i9 Processor,32 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
358,4.2,211990.0,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
359,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
360,4.3,119990.0,Intel Core i9 Processor,16 GB,Windows 11,['1 TB SSD'],MSI,64,DDR4
