,Rating,MRP,Processor,RAM,OS,Storage,Brand,OS_arch,RAM_Type
540,4.0,157990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
541,4.2,31990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Infinix,64,LPDDR4X
542,4.2,95990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
543,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
544,4.2,59990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
545,5.0,99990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR5
546,4.2,104090.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR5
547,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
548,4.1,25990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4
549,4.2,109990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
550,4.5,72990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
551,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
552,4.2,47990.0,AMD Ryzen 3 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
553,4.2,44490.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
554,4.2,56990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
555,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
556,4.5,96990.0,Intel Core i7 Processor,16 GB,Windows 10,"['1 TB HDD', '256 GB SSD']",acer,64,DDR4
557,4.2,75476.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
558,4.2,39990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],HP,64,DDR4
559,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
560,4.2,62990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,LPDDR4X
561,4.6,72490.0,Intel Core i5 Processor,8 GB,Windows 10,['512 GB SSD'],DELL,64,DDR4
562,4.2,79990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,DDR5
563,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
564,4.2,95990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
565,4.1,84990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
566,4.1,25990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4
567,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
568,4.2,109990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
569,4.0,44490.0,Intel Core i3 Processor,4 GB,Windows 10,['256 GB SSD'],Lenovo,64,DDR4
570,4.2,192990.0,Intel Core i7 Processor,32 GB,Windows 11,['1 TB SSD'],Lenovo,64,DDR4
571,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
572,4.2,51890.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
573,4.2,32990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Infinix,64,LPDDR4X
574,4.2,116640.0,Intel Core i5 Processor,16 GB,Windows 10,"['128 GB SSD', '1 TB HDD', '128 GB SSD']",acer,64,DDR4
575,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
576,4.2,89990.0,AMD Ryzen 7 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,DDR5
577,4.2,147990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,LPDDR5
578,4.2,59990.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
579,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
580,4.2,79990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
581,3.8,103490.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
582,4.3,32990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Infinix,64,LPDDR4X
583,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
584,4.8,69490.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
585,4.0,75990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
586,4.2,234990.0,Intel Core i7 Processor,32 GB,Windows 10,['1 TB SSD'],ASUS,64,DDR4
587,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
588,4.0,20990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4
589,4.5,61990.0,AMD Ryzen 5 Dual Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
590,4.3,44490.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
591,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
592,4.6,63990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
593,4.3,62990.0,Intel Core i5 Processor,8 GB,Windows 10,['512 GB SSD'],DELL,64,DDR4
594,4.2,73890.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
595,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
596,4.0,130990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
597,4.2,84990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],acer,64,LPDDR4X
598,4.2,45399.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
599,4.2,65990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
600,4.2,61290.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
601,4.2,59990.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
602,4.2,52990.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
603,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
604,4.2,34000.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
605,4.5,129999.0,Intel Core i5 Processor,8 GB,Windows 10,"['128 GB SSD', '1 TB HDD', '128 GB SSD']",acer,64,DDR4
606,4.3,42490.0,Intel Core i3 Processor,8 GB,Windows 10,['512 GB SSD'],ASUS,64,DDR4
607,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
608,4.4,42690.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],DELL,64,DDR4
609,4.2,71857.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
610,4.2,166399.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR5
611,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
612,4.2,87490.0,Intel Core i5 Processor,8 GB,Windows 10,"['1 TB HDD', '128 GB SSD']",HP,64,DDR4
613,4.2,61255.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
614,4.4,55600.0,Intel Core i5 Processor,8 GB,Windows 10,['512 GB SSD'],HP,64,DDR4
615,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
616,4.1,60130.0,Intel Core i5 Processor,8 GB,Windows 10,"['1 TB HDD', '256 GB SSD']",acer,64,DDR4
617,4.2,89976.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
618,4.2,28490.0,Intel Pentium Silver Processor,8 GB,Windows 11,['256 GB SSD'],acer,64,DDR4
619,4.5,37990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
620,3.5,40990.0,Intel Core i3 Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",HP,64,DDR4
621,4.2,162490.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],APPLE,64,DDR3
622,4.2,115999.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],acer,64,LPDDR5
623,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
624,4.5,59990.0,Intel Core i5 Processor,8 GB,Windows 10,['512 GB SSD'],ASUS,64,DDR4
625,4.3,55990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
626,4.4,71990.0,Intel Core i5 Processor,16 GB,Windows 10,['512 GB SSD'],DELL,64,DDR4
627,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
628,4.2,62490.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
629,3.5,16100.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],Lenovo,64,LPDDR4
630,4.2,94990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],acer,64,LPDDR4X
631,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
632,4.2,66990.0,AMD Ryzen 5 Hexa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
633,4.1,38990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Infinix,64,LPDDR4X
634,4.4,76990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 10,['512 GB SSD'],Lenovo,64,DDR4
635,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
636,4.2,147990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],MSI,64,LPDDR5
637,4.2,55490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
638,4.0,45690.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
639,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
640,5.0,35890.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
641,4.3,66990.0,Intel Core i7 Processor,8 GB,Windows 10,['512 GB SSD'],ASUS,64,LPDDR3
642,4.5,76990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
643,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
644,4.1,21990.0,Intel Celeron Quad Core Processor,4 GB,Windows 11,['128 GB SSD'],Infinix,64,LPDDR4X
645,4.1,57490.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
646,4.3,37490.0,Intel Core i3 Processor,4 GB,Windows 10,['512 GB SSD'],HP,64,DDR4
647,4.2,65990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
648,4.4,45990.0,Intel Core i3 Processor,4 GB,Windows 10,['512 GB SSD'],DELL,64,DDR4
649,4.1,59990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
650,4.1,42490.0,Intel Core i3 Processor,4 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",DELL,64,DDR4
651,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
652,4.4,71990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
653,3.9,42690.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 10,['256 GB SSD'],DELL,64,DDR4
654,3.7,104990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR5
655,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
656,4.2,84990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11,['1 TB SSD'],acer,64,DDR5
657,4.3,32990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Infinix,64,LPDDR4X
658,4.1,37990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Infinix,64,LPDDR4X
659,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
660,4.2,45990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
661,4.3,31490.0,Intel Core i3 Processor,4 GB,Windows 10,['256 GB SSD'],ASUS,64,DDR4
662,4.2,36990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,DDR4
663,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
664,4.1,22490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['128 GB SSD'],ASUS,64,DDR4
665,4.0,42990.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
666,3.7,60990.0,Intel Core i5 Processor,8 GB,Windows 11,"['1 TB HDD', '256 GB SSD']",DELL,64,DDR4
667,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
668,4.2,89490.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
669,4.2,62250.0,Intel Core i5 Processor,8 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR4
670,3.9,104400.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],HP,64,DDR4
671,4.2,65990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
672,3.6,31490.0,AMD Ryzen 3 Dual Core Processor,4 GB,Windows 10,['1 TB HDD'],Lenovo,64,DDR4
673,4.1,73799.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
674,4.2,138999.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],acer,64,LPDDR5
675,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
676,4.4,114990.0,Intel Core i7 Processor,16 GB,Windows 11,['1 TB SSD'],MSI,64,DDR4
677,4.2,42999.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
678,4.3,35990.0,Intel Core i3 Processor,4 GB,Windows 10,['256 GB SSD'],DELL,64,DDR4
679,4.2,58400.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
680,3.7,37990.0,Intel Core i3 Processor,8 GB,DOS,['256 GB SSD'],Lenovo,64,DDR4
681,4.2,74990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],SAMSUNG,64,LPDDR4X
682,4.2,70430.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
683,4.3,53990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
684,4.2,28790.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
685,4.3,39490.0,Intel Core i3 Processor,8 GB,Windows 10,['256 GB SSD'],DELL,64,DDR4
686,4.7,89990.0,Intel Core i7 Processor,16 GB,Windows 10,['1 TB SSD'],ASUS,64,LPDDR4X
687,4.2,60990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
688,4.3,82490.0,Intel Core i7 Processor,8 GB,Windows 10,"['1 TB HDD', '256 GB SSD']",ASUS,64,DDR4
689,4.5,58990.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10,['512 GB SSD'],Lenovo,64,DDR4
690,4.2,89509.0,AMD Ryzen 7 Dual Core Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR5
691,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
692,4.2,39990.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],Infinix,64,LPDDR4X
693,4.4,55490.0,Intel Core i5 Processor,8 GB,Windows 10,['512 GB SSD'],realme,64,DDR4
694,4.0,25990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4
695,3.9,62990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
696,4.1,73799.0,Intel Core i5 Processor,8 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
697,4.2,39990.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],HP,64,DDR4
698,4.0,25990.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],ASUS,64,LPDDR4
699,4.2,25490.0,Intel Celeron Dual Core Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4
700,4.5,58490.0,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10,"['1 TB HDD', '256 GB SSD']",Lenovo,64,DDR4
701,4.2,48990.0,Intel Core i3 Processor,8 GB,Windows 10,['512 GB SSD'],MSI,64,DDR4
702,4.5,87990.0,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR4
703,3.8,19100.0,Intel Core i5 Processor,4 GB,Chrome,['512 GB SSD'],HP,32,DDR4
704,4.2,171990.0,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11,['1 TB SSD'],ASUS,64,DDR5
705,3.7,97500.0,Intel Core i5 Processor,16 GB,Windows 10,['512 GB SSD'],HP,64,DDR4
706,4.3,69490.0,Intel Core i5 Processor,8 GB,Windows 10,['512 GB SSD'],DELL,64,DDR4
707,3.8,22490.0,Intel Core i5 Processor,4 GB,Windows 11,['512 GB SSD'],HP,64,LPDDR4X
708,4.2,72990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],DELL,64,DDR4
709,4.4,37990.0,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 10,['256 GB SSD'],Lenovo,64,DDR4
710,4.2,189990.0,Intel Core i7 Processor,32 GB,Windows 11,['1 TB SSD'],MSI,64,LPDDR5
711,4.3,36158.0,Intel Core i3 Processor,8 GB,Windows 11,['512 GB SSD'],Lenovo,64,DDR4
712,4.5,24500.0,Intel Pentium Quad Core Processor,4 GB,Windows 11,['256 GB SSD'],acer,64,DDR4
713,4.2,30990.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],RedmiBook,64,DDR4
714,4.5,64490.0,Intel Core i5 Processor,8 GB,Windows 10,['256 GB SSD'],HP,64,DDR3
715,4.2,33639.0,Intel Core i3 Processor,8 GB,Windows 11,['256 GB SSD'],Lenovo,64,DDR4
716,4.2,46990.0,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11,['512 GB SSD'],acer,64,LPDDR5
717,4.6,102490.0,Intel Core i5 Processor,16 GB,Windows 10,['512 GB SSD'],MSI,64,DDR4
718,4.2,174990.0,Intel Core i7 Processor,16 GB,Windows 11,['512 GB SSD'],ASUS,64,DDR5
719,4.2,65990.0,Intel Core i5 Processor,16 GB,Windows 11,['512 GB SSD'],MSI,64,DDR4
